SID,Unique Team ID
26804642,1
3031789463,2
3031817777,2
3031831232,2
3031869465,3
3032039895,3
3031927211,3
3031985308,4
3031845129,4
3031831076,4
3031871740,5
3031964391,5
26028153,6
24492209,6
26781770,6
3031917305,7
3031798719,7
3031934179,7
3032106429,8
3031878331,8
3032110550,8
3031847742,9
3031913626,9
3031839643,9
3031799525,10
3031910519,10
3032110602,11
3032107014,11
3031843465,11
3032320526,12
3031827384,13
25033261,14
3031867099,14
3031837576,14
26033076,15
3031849458,15
3032022722,16
26097954,17
26791384,17
3031845844,18
3031865357,18
3031823913,18
26788309,19
26053256,19
24952177,19
3031837706,20
25996888,20
25162589,20
3032168348,21
3031799200,21
3031960114,22
3033361762,23
3032341625,23
25818074,24
26826715,24
25298238,24
26110579,25
26625220,25
26770591,25
3032106195,26
3031818791,26
3031983605,26
3031882933,27
3032169791,27
3032083744,27
3031863810,28
3031918774,28
3031815515,29
3031869075,29
3031798407,29
3031936636,30
3031995591,30
26528967,30
3032006667,31
3032025166,32
3032038231,32
3031915329,32
3032069821,33
3031824914,33
3031947231,33
26657181,34
3031882582,34
26455750,36
3031962662,36
3031806415,36
3031801852,37
3031829490,37
26552044,37
3031861392,38
3032139280,38
3031819597,38
3031951352,39
3033226341,40
24082664,40
25948561,40
3031873482,41
3032058524,41
3031818531,42
3031801384,42
3031794897,42
3031930084,43
3031924104,43
3032254967,44
3031795989,44
3031862939,44
3031966003,45
3031933282,45
3031952028,45
3031822938,46
3031783756,46
3031978535,46
3031938300,47
3032004717,47
3031851603,47
3031874574,48
3031822236,48
3031965509,48
3031842165,49
3031803633,49
3031841970,49
3031880086,50
3032069938,50
3032041117,50
24571299,51
3032171832,51
3031838655,52
3032077452,52
24496801,52
26379280,53
26472385,53
26507667,53
3031792401,54
3031871753,54
3031815918,54
3031800253,55
25046357,55
3032169700,55
3031963806,56
26822588,56
3032108678,56
3031962025,57
3031868958,57
3031781819,57
26136553,58
25177315,58
26076265,58
3033125708,59
26552575,60
26304772,60
26237925,60
3032556983,61
3031840657,62
3031841086,62
3031864499,62
3031799590,63
3031911468,63
3031830491,63
3031800084,64
3031816997,64
3032172469,64
3031818583,65
3031860391,65
3032083692,66
3032086006,66
3031883960,66
3032037607,67
3031957943,67
25516808,68
25445237,68
24364990,68
26710628,69
3031919515,69
3032044497,70
3031824316,70
3031804439,70
25534091,71
26680988,72
3031792453,72
3031963104,72
26464084,73
25514224,73
26783705,73
3031830244,74
25698516,75
26132062,75
25831354,75
26366298,76
25989898,76
26984707,77
25943769,77
3032001649,77
26883255,78
3031797536,78
3031921101,79
3031863992,79
3031953328,79
3031872936,80
26386034,80
3031838993,81
3031913054,81
22668335,82
3031829672,83
3031920100,83
3031799889,83
26714959,84
26177033,84
26676949,84
26821159,85
3031819311,86
3031865409,86
3031863641,87
3031871324,87
3032105844,87
3031860482,88
26551240,88
3032216175,89
3031823757,89
3032227862,89
3031842750,90
3031854645,90
3031842763,90
3031806519,91
3031791881,91
3031987193,92
3031821131,92
3031859793,92
26160147,93
26391204,93
26151931,93
25536977,94
3032256254,94
25256923,94
3032327481,95
25356220,95
26160161,95
26795771,96
26466519,96
3031841567,97
3031830062,97
26985990,98
3031977170,98
3031797718,98
26248517,99
26115906,99
26359048,100
26249446,100
26196488,100
26818112,101
26346841,101
3032661634,102
26311262,103
3031790620,104
3032175290,104
3031848509,105
3031844726,105
3031834469,105
3031870791,106
26460079,107
3033242422,108
3033309775,108
3033254395,108
3031857791,109
3032086253,110
3031980745,110
3032003846,110
3032007590,111
26139511,111
3031792882,111
3031911325,112
3031831141,113
26239849,113
26135964,113
26591648,114
26387463,114
26358848,114
3031855399,115
3033275598,115
3031880970,116
26147312,117
3032370446,117
24999055,117
3031877655,118
3033247258,118
3033342899,118
3031930578,119
3031863160,119
3031852786,119
25198726,120
3031931696,121
3031845181,121
3031785511,121
26219152,122
3031783860,122
3031830803,122
3031841619,123
26730662,123
3031877967,123
3032169466,124
3031926132,124
26125374,125
26786350,125
26141285,125
25795324,126
3031857804,126
3031833780,127
3031863875,127
3033226952,128
3031927289,129
26688977,130
26560258,131
25912282,131
3033106754,131
26058503,132
26072205,132
26404593,132
3031883791,133
3032104557,133
3031843686,133
3031828892,134
26286817,134
3031817738,134
3031871415,135
3031811927,135
3031880697,135
3032086773,136
26514824,137
26779759,137
26330742 U 1,137
26196711,138
26563914,138
3031870635,138
3032108340,139
3032168543,139
3032041065,139
3031823224,140
3031863862,140
3031877941,140
3032026856,141
3031834495,141
26860406,141
26090783,142
26289146,142
26719324,142
3032093650,143
3031822093,143
3032174510,143
3031844635,144
3031875042,144
3031793103,144
3031872143,145
26229006,146
26423806,146
3031820754,146
3031793740,147
3031844505,147
3031845324,147
3031904136,148
3031860716,149
3031788787,149
26800540,149
3031782573,150
3032005263,150
3031872741,151
3031818180,151
3033271945,152
26438170,152
3031883258,152
26070558,153
26601771,153
26691452,154
26389769,154
26387265,154
3031825967,155
3031793129,156
25996104,156
3033280694,156
3031869140,157
26285544,157
24843102,157
25937851,158
3033077829,158
3031955915,158
3032336035,159
3032343848,159
3032239068,159
3031827332,160
3031828320,160
3031993563,160
26689184,161
26341230,161
3031856569,161
3031844531,162
3031851928,162
3031851148,162
3031980784,163
3031951170,163
3031783093,163
3031821911,164
3031844336,164
3031824927,165
3031840514,165
3031858012,165
26380261 U 1,166
3031848119,167
3031876797,167
3031789957,167
26843017,168
26173566,168
3031823419,169
3032174731,169
3031869478,170
3031845259,170
3031928550,170
3031822015,171
3031969188,171
3031878643,171
26847959,172
26837845,172
3032104284,174
25665900,174
25621719,174
26172786,175
26182352,175
3033370173,175
3031866345,176
25272723,176
3031870609,176
3031871038,177
3031800695,177
3032173795,178
3031841476,178
3031977495,178
3031860794,179
3031883921,179
3031873456,179
26028702,180
25813067,180
3031940757,181
3032244346,182
3032262988,182
3031952561,183
26183861,183
26518686,183
26438823,184
3031874275,184
26271265,184
25964798,185
3033254473,185
26125718,185
3032172352,186
26447300,186
3031790061,186
3031843088,187
26309741,188
26659550,188
26229179,188
3031862653,189
3031825135,189
3032001194,189
3033070328,191
26057216,191
26679001,191
3031973023,192
3031841723,192
3032172560,192
3031835184,193
3031856777,193
3031796795,193
3031858883,194
3033262026,194
3033194829,194
3031839344,195
3031838460,195
3031980134,196
26085259,196
3031860144,196
3031848782,197
3031806493,197
26534177,197
3031930357,198
26324761,199
3031827891,199
26650052,199
3031994213,200
26451641,200
26200113,200
3031857037,201
3031882010,201
3031865513,201
3033382354,202
3033405728,202
3031804751,203
3031791075,204
3032023710,204
3031876953,204
26277972,205
23039389,205
25082691,205
26436350,206
3031826344,206
3033369055,206
3031798225,207
3031807403,207
3031801969,208
3032083211,208
3031829646,208
3031942265,209
3031788111,209
3032037295,209
3033258321,210
3032173444,210
3031984723,211
3031808898,211
26443784,211
3031810146,212
3031796951,212
3031825759,212
3031818375,213
3031822639,213
3031822132,213
3031900145,214
3032438267,214
25472983,214
26530780,215
3031813682,216
3032172417,217
3031818102,218
3031853839,218
3031831531,218
25787238,219
26451981 U 1,220
3032321943,220
3032103335,221
3031801475,221
3032248285,222
3032226978,222
3032341209,222
26728769,223
3032062645,224
3032031536,225
3032060149,225
26606820,226
3032296749,226
3031879358,227
3031806948,228
3031865383,228
3031847313,228
3032169050,229
3031827943,229
3031854918,229
3033320669,230
3032631630,230
3033394522,230
26803084,231
26048951,231
25976448,231
3031822158,232
3031999036,232
3032138500,232
3031838421,233
26800144,234
3031829399,235
3031876121,235
3032025842,235
3031852955,236
3031862835,236
3031869231,236
26214614,237
26636725,238
3032054325,238
3031814384,238
25709943,239
3032295839,240
3032285777,240
3032364986,240
23480560,241
3032042781,242
3031833806,242
3032014077,242
3032218489,243
3030308932,244
3032095457,245
3031867801,246
3031802229,246
3031802216,246
3031914731,247
3032236728,248
25701107,248
26092096,248
3031830088,249
26682253,250
25801324,251
24691641,252
26279605,252
